"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"342","bmg2023dqjo","2023-02-21T15:36:36.437701Z","-9.539481163","117.7542572","2.916092662","M","20","41","196.2750778","Sumbawa Region, Indonesia","BMKG"
"343","bmg2023dqin","2023-02-21T15:05:26.670915Z","-2.935344458","127.9008484","2.810130971","M","14","20","98.70376587","Ceram Sea","BMKG"
"344","bmg2023dqfj","2023-02-21T13:29:09.510775Z","-6.033475399","105.7625656","3.579629692","M","168","46","150.0391006","Sunda Strait, Indonesia","BMKG"
"345","bmg2023dqdw","2023-02-21T12:44:11.061589Z","-5.378727436","128.9902496","3.901670793","M","277","38","164.942215","Banda Sea","BMKG"
"346","bmg2023dqbw","2023-02-21T11:43:21.131695Z","-9.385102272","115.9421463","3.18623928","M","30","57","216.9439087","South of Bali, Indonesia","BMKG"
"347","bmg2023dqbu","2023-02-21T11:41:41.504795Z","-3.446962833","128.3551025","2.216611482","M","11","14","131.0882187","Seram, Indonesia","BMKG"
"348","bmg2023dpyw","2023-02-21T10:12:21.711563Z","-3.61122632","131.2838593","3.233826647","M","29","22","161.2341995","West Papua Region, Indonesia","BMKG"
"349","bmg2023dpwo","2023-02-21T09:02:17.996214Z","-8.322517395","111.3091812","3.407636594","M","128","55","193.1000748","Java, Indonesia","BMKG"
"350","bmg2023dpwi","2023-02-21T08:56:07.714214Z","-9.574268341","113.090477","4.183002564","M","50","81","209.5630951","South of Java, Indonesia","BMKG"
"351","bmg2023dptq","2023-02-21T07:34:11.850717Z","-2.672179937","120.7427521","2.395846413","M","10","14","205.4333801","Sulawesi, Indonesia","BMKG"
"352","bmg2023dpth","2023-02-21T07:23:38.713555Z","1.60642457","127.1418991","3.537020903","M","122","35","73.74135971","Halmahera, Indonesia","BMKG"
"353","bmg2023dpmh","2023-02-21T03:50:55.958767Z","0.2967506647","96.62645721","4.703262086","MLv","33","82","217.9302216","Off West Coast of Northern Sumatra","BMKG"
"354","bmg2023dpkg","2023-02-21T02:49:53.788286Z","-8.372570992","120.5846329","2.903998316","M","28","19","92.7137692","Flores Region, Indonesia","BMKG"
"355","bmg2023dpkh","2023-02-21T02:49:20.748254Z","-0.6539984941","127.8271027","2.37176467","M","5","9","184.8932476","Halmahera, Indonesia","BMKG"
"356","bmg2023dpie","2023-02-21T01:46:44.353908Z","3.047106028","126.2992554","3.735042206","M","21","26","91.90093422","Talaud Islands, Indonesia","BMKG"
"357","bmg2023dpgk","2023-02-21T00:53:07.309783Z","-5.090539455","130.0102234","3.733225322","M","197","24","204.14608","Banda Sea","BMKG"
"358","bmg2023dpgl","2023-02-21T00:52:53.476247Z","4.585106373","95.2591095","2.807241505","M","31","14","273.3657627","Northern Sumatra, Indonesia","BMKG"
"359","bmg2023dpbk","2023-02-20T22:21:20.839555Z","0.1592475027","127.237854","4.640221259","MLv","131","90","29.95504761","Halmahera, Indonesia","BMKG"
"360","bmg2023dpam","2023-02-20T21:53:53.222036Z","-0.1934794188","124.639061","4.361588556","M","10","79","42.09224319","Southern Molucca Sea","BMKG"
"361","bmg2023doxf","2023-02-20T20:13:51.034097Z","-4.361042976","102.1022797","4.852427462","M","32","142","98.69354248","Southern Sumatra, Indonesia","BMKG"
"362","bmg2023dowz","2023-02-20T20:06:53.587596Z","0.4384478033","119.6680603","3.450277942","M","10","30","142.6813278","Minahassa Peninsula, Sulawesi","BMKG"
"363","bmg2023dour","2023-02-20T18:57:40.520967Z","-0.1203378513","123.3530884","3.796643476","M","122","59","65.64858627","Minahassa Peninsula, Sulawesi","BMKG"
"364","bmg2023doqx","2023-02-20T17:02:52.176684Z","-8.307005882","117.9799118","3.245680742","M","10","38","60.25530243","Sumbawa Region, Indonesia","BMKG"
"365","bmg2023doqm","2023-02-20T16:50:24.315488Z","2.546335459","97.92214203","1.882166108","M","52","20","94.68357849","Northern Sumatra, Indonesia","BMKG"
"366","bmg2023doou","2023-02-20T15:58:27.160884Z","2.413869143","96.36563873","3.282870699","M","20","25","121.293457","Northern Sumatra, Indonesia","BMKG"
"367","bmg2023dogp","2023-02-20T11:50:24.142341Z","-0.1360238791","123.6830139","3.862925617","M","123","33","65.14084625","Minahassa Peninsula, Sulawesi","BMKG"
"368","bmg2023dofl","2023-02-20T11:15:15.087529Z","-3.746073246","133.4868164","4.743322889","M","10","48","50.86069489","West Papua Region, Indonesia","BMKG"
"369","bmg2023dobf","2023-02-20T09:06:55.516479Z","-8.587761879","118.3782196","3.251399251","M","109","49","88.67169189","Sumbawa Region, Indonesia","BMKG"
"370","bmg2023dnzr","2023-02-20T08:20:44.850013Z","2.341748238","96.73324585","3.062446612","M","12","21","131.0912018","Northern Sumatra, Indonesia","BMKG"
"371","bmg2023dnub","2023-02-20T05:30:15.450804Z","-10.08107185","113.5444031","4.290486408","M","10","78","225.4319153","South of Java, Indonesia","BMKG"
"372","bmg2023dnmg","2023-02-20T01:33:29.682672Z","1.903076768","96.58226776","5.201504159","M","18","173","142.4707489","Off West Coast of Northern Sumatra","BMKG"
"373","bmg2023dnkf","2023-02-20T00:31:34.210249Z","0.0968875438","123.7889633","2.960324166","M","186","20","95.6580925","Minahassa Peninsula, Sulawesi","BMKG"
"374","bmg2023dnjf","2023-02-20T00:01:21.574254Z","2.778993368","127.0285645","4.754385614","M","30","56","131.1537781","Northern Molucca Sea","BMKG"
"375","bmg2023dniw","2023-02-19T23:51:08.615093Z","1.829091311","99.14266968","2.428087915","M","10","15","133.7234969","Northern Sumatra, Indonesia","BMKG"
"376","bmg2023dniu","2023-02-19T23:49:23.914653Z","-8.818910599","111.4882812","3.431102496","M","77","51","217.3464432","Java, Indonesia","BMKG"
"377","bmg2023dnhp","2023-02-19T23:12:24.166237Z","2.748816013","127.0389633","4.992105684","M","43","82","130.2528915","Northern Molucca Sea","BMKG"
"378","bmg2023dnfm","2023-02-19T22:09:13.597497Z","2.849181414","128.4556885","4.81051485","M","212","110","161.1821747","Halmahera, Indonesia","BMKG"
"379","bmg2023dnfe","2023-02-19T21:59:25.425855Z","-7.611812115","106.02005","3.432481018","M","21","48","206.6601181","Java, Indonesia","BMKG"
"380","bmg2023dnfd","2023-02-19T21:57:38.610787Z","-1.452533841","134.2883453","3.287504219","M","20","15","107.0153275","West Papua Region, Indonesia","BMKG"
"381","bmg2023dneq","2023-02-19T21:42:30.118129Z","4.443461418","96.61289978","2.52256646","M","10","20","73.07696724","Northern Sumatra, Indonesia","BMKG"
"382","bmg2023dnem","2023-02-19T21:38:55.379832Z","-5.175760746","102.5564499","2.574298841","M","10","15","136.9975815","Southern Sumatra, Indonesia","BMKG"
"383","bmg2023dneg","2023-02-19T21:31:41.903493Z","-6.118277073","108.3303223","2.815838431","M","10","24","272.0279846","Java, Indonesia","BMKG"
"384","bmg2023dndj","2023-02-19T21:04:37.523073Z","-6.229538918","108.2538452","3.626931561","M","10","63","180.7550049","Java, Indonesia","BMKG"
"385","bmg2023dnda","2023-02-19T20:53:56.192851Z","0.8770676255","125.8523941","4.034502891","M","10","54","53.22969055","Northern Molucca Sea","BMKG"
"386","bmg2023dncx","2023-02-19T20:51:00.222494Z","0.8129284978","125.7997131","3.769442253","M","10","18","144.3641052","Northern Molucca Sea","BMKG"
"387","bmg2023dncr","2023-02-19T20:43:14.576756Z","-5.192131042","103.2627258","2.945374665","M","19","21","233.3504639","Southern Sumatra, Indonesia","BMKG"
"388","bmg2023dnbm","2023-02-19T20:07:23.246478Z","3.392411709","126.5534134","3.522969627","M","37","22","113.7763338","Talaud Islands, Indonesia","BMKG"
"389","bmg2023dnbh","2023-02-19T20:01:34.640781Z","1.288691998","127.1224747","2.552795969","M","10","6","257.3429451","Halmahera, Indonesia","BMKG"
"390","bmg2023dnav","2023-02-19T19:47:44.558486Z","0.7629033923","121.5581512","2.607092512","M","59","23","140.4524612","Minahassa Peninsula, Sulawesi","BMKG"
"391","bmg2023dmvp","2023-02-19T17:08:49.697163Z","1.857158899","127.250679","4.037055371","M","92","51","86.86812592","Halmahera, Indonesia","BMKG"
"392","bmg2023dmve","2023-02-19T16:56:46.69328Z","-7.263013363","104.8946228","3.553234177","M","11","39","207.37146","Southwest of Sumatra, Indonesia","BMKG"
"393","bmg2023dmva","2023-02-19T16:52:01.723583Z","0.3180547655","122.3661804","2.148205927","M","141","16","122.6585312","Minahassa Peninsula, Sulawesi","BMKG"
"394","bmg2023dmuh","2023-02-19T16:28:52.103608Z","-8.872484207","118.173027","3.05017904","M","123","62","141.7442551","Sumbawa Region, Indonesia","BMKG"
"395","bmg2023dmtw","2023-02-19T16:16:18.032757Z","-8.283489227","109.0036621","3.211246321","M","29","40","209.6016312","Java, Indonesia","BMKG"
"396","bmg2023dmtm","2023-02-19T16:05:06.424363Z","-2.347281456","128.7906494","3.784909589","M","11","39","70.12438202","Ceram Sea","BMKG"
"397","bmg2023dmst","2023-02-19T15:42:23.916241Z","-8.312408447","117.9793625","2.851703838","M","10","35","60.02801514","Sumbawa Region, Indonesia","BMKG"
"398","bmg2023dmrx","2023-02-19T15:17:05.231626Z","2.450941801","126.1850891","4.886204433","M","64","135","79.44540977","Northern Molucca Sea","BMKG"
"399","bmg2023dmqi","2023-02-19T14:29:40.338612Z","-6.987729549","129.9723206","4.378222257","M","136","45","62.49209595","Banda Sea","BMKG"
"400","bmg2023dmnb","2023-02-19T12:50:09.273207Z","-9.80141449","119.8521957","2.959531545","M","50","30","169.0749588","Sumba Region, Indonesia","BMKG"
"401","bmg2023dmlf","2023-02-19T11:54:23.225292Z","-0.3412614167","99.82655334","3.237074415","M","90","53","106.2644653","Southern Sumatra, Indonesia","BMKG"
"402","bmg2023dmgm","2023-02-19T09:31:00.133225Z","-8.348315239","117.6492691","3.242941645","M","10","41","123.8379669","Sumbawa Region, Indonesia","BMKG"
"403","bmg2023dmej","2023-02-19T08:26:35.751914Z","2.900110245","127.1882095","4.101721667","M","12","30","147.8309937","Northern Molucca Sea","BMKG"
"404","bmg2023dmee","2023-02-19T08:20:07.498015Z","1.84393549","125.9789429","3.710974205","M","18","24","98.63782501","Northern Molucca Sea","BMKG"
"405","bmg2023dmed","2023-02-19T08:19:49.612092Z","-2.615222454","140.5642853","2.435298507","M","27","11","108.4823341","Near North Coast of West Papua","BMKG"
"406","bmg2023dmce","2023-02-19T07:19:42.092648Z","2.094894171","126.1315384","4.059320615","M","30","38","71.43740177","Northern Molucca Sea","BMKG"
"407","bmg2023dmbz","2023-02-19T07:14:21.819157Z","-2.553993702","140.6730957","2.403580288","M","10","8","132.8369789","Near North Coast of West Papua","BMKG"
"408","bmg2023dmbj","2023-02-19T06:55:18.273724Z","-2.080613375","133.7052155","3.165617756","M","10","15","110.1753235","West Papua Region, Indonesia","BMKG"
"409","bmg2023dmbc","2023-02-19T06:47:06.387162Z","-7.306920052","104.8564148","3.751708135","M","10","52","209.1729736","Southwest of Sumatra, Indonesia","BMKG"
"410","bmg2023dlyv","2023-02-19T05:38:26.322656Z","-2.565916777","140.6968842","2.296518536","M","10","8","163.0496912","Near North Coast of West Papua","BMKG"
"411","bmg2023dlxv","2023-02-19T05:08:39.117968Z","-7.067829132","104.9432449","3.438445243","M","10","49","203.0309677","Southwest of Sumatra, Indonesia","BMKG"
"412","bmg2023dlxs","2023-02-19T05:04:35.92877Z","-8.021033287","107.2806702","3.003315856","M","14","38","232.8695526","Java, Indonesia","BMKG"
"413","bmg2023dlxd","2023-02-19T04:47:24.513095Z","-3.455779076","101.4776535","3.555559475","M","17","59","149.0676575","Southern Sumatra, Indonesia","BMKG"
"414","bmg2023dlxb","2023-02-19T04:45:32.597953Z","2.782159805","127.0476379","3.667874282","M","18","22","132.473259","Northern Molucca Sea","BMKG"
"415","bmg2023dlwn","2023-02-19T04:28:44.074251Z","-0.9129004478","100.6923294","3.250358218","M","10","40","63.86204529","Southern Sumatra, Indonesia","BMKG"
"416","bmg2023dlwf","2023-02-19T04:19:48.494474Z","2.73131156","128.4124756","4.105566013","M","213","30","234.0292053","Halmahera, Indonesia","BMKG"
"417","bmg2023dlui","2023-02-19T03:21:57.579717Z","-9.714260101","119.0638275","2.926068902","M","12","33","206.0857162","Sumba Region, Indonesia","BMKG"
"418","bmg2023dlth","2023-02-19T02:51:05.086584Z","-2.593979359","130.1073914","3.055934939","M","10","24","87.15189743","Seram, Indonesia","BMKG"
"419","bmg2023dlpo","2023-02-19T00:57:41.278644Z","0.2567673326","122.0894089","3.458954253","M","176","44","55.00288391","Minahassa Peninsula, Sulawesi","BMKG"
"420","bmg2023dlno","2023-02-18T23:57:20.403351Z","0.5869353414","119.5126801","3.401467211","M","17","26","159.3610916","Minahassa Peninsula, Sulawesi","BMKG"
"421","bmg2023dlin","2023-02-18T21:24:01.564361Z","0.5824074149","119.5674057","3.74978965","M","11","38","120.8162308","Minahassa Peninsula, Sulawesi","BMKG"
"422","bmg2023dlii","2023-02-18T21:18:38.232406Z","0.5581747293","119.5600128","4.58322532","M","14","100","110.3176346","Minahassa Peninsula, Sulawesi","BMKG"
"423","bmg2023dlhr","2023-02-18T20:58:39.061781Z","-8.098583221","117.7968445","3.143334167","M","23","40","132.3706665","Sumbawa Region, Indonesia","BMKG"
"424","bmg2023dlhe","2023-02-18T20:43:08.061515Z","-8.612705231","123.7677994","4.22760737","M","10","61","44.09744263","Flores Region, Indonesia","BMKG"
"425","bmg2023dlfs","2023-02-18T19:58:54.596743Z","-10.49807835","113.4172821","4.432940602","M","10","93","213.9768066","South of Java, Indonesia","BMKG"
"426","bmg2023dldn","2023-02-18T18:53:19.978179Z","-1.471350551","120.0908203","3.210744722","M","10","45","63.68254089","Sulawesi, Indonesia","BMKG"
"427","bmg2023dlbz","2023-02-18T18:06:02.780624Z","-2.765784264","130.2868042","3.379319845","M","12","14","116.9610214","Seram, Indonesia","BMKG"
"428","bmg2023dlbl","2023-02-18T17:50:21.821146Z","-1.520146132","120.097084","2.260792743","M","10","13","90.06476593","Sulawesi, Indonesia","BMKG"
"429","bmg2023dkzw","2023-02-18T17:01:45.049499Z","1.947081923","126.3912125","3.527231826","M","30","36","74.68960333","Northern Molucca Sea","BMKG"
"430","bmg2023dkyx","2023-02-18T16:32:33.712364Z","-2.593532324","129.6194","3.448355689","M","10","34","81.7335434","Seram, Indonesia","BMKG"
"431","bmg2023dkym","2023-02-18T16:20:30.482942Z","2.437886","96.88272858","2.819125304","M","10","30","118.6359253","Northern Sumatra, Indonesia","BMKG"
"432","bmg2023dktt","2023-02-18T13:56:52.316272Z","2.274847269","127.2621689","4.278914998","M","43","50","113.2296371","Northern Molucca Sea","BMKG"
"433","bmg2023dktg","2023-02-18T13:42:00.125862Z","-2.435068607","140.6873627","2.394572102","M","10","7","274.6897888","Near North Coast of West Papua","BMKG"
"434","bmg2023dkqy","2023-02-18T12:32:08.964195Z","-1.486254573","120.0680161","3.172811633","M","10","23","68.58970559","Sulawesi, Indonesia","BMKG"
"435","bmg2023dkon","2023-02-18T11:17:51.449433Z","-6.721368313","130.0023804","4.312937121","M","169","17","158.2866211","Banda Sea","BMKG"
"436","bmg2023dken","2023-02-18T06:14:39.867581Z","-7.532882214","121.853157","3.721556297","M","69","29","74.75776291","Flores Sea","BMKG"
"437","bmg2023dkeg","2023-02-18T06:06:55.854563Z","-1.423235893","120.0810623","2.940980204","M","10","25","71.40161198","Sulawesi, Indonesia","BMKG"
"438","bmg2023dkec","2023-02-18T06:02:57.29063Z","-1.452998519","120.1044235","3.070662105","M","10","21","84.25869751","Sulawesi, Indonesia","BMKG"
"439","bmg2023dkdp","2023-02-18T05:46:51.777298Z","-8.381896019","109.0347366","3.38169233","M","18","26","223.4709015","Java, Indonesia","BMKG"
"440","bmg2023dkbq","2023-02-18T04:47:15.900751Z","-2.923154593","130.323349","4.915382692","M","16","115","43.64442062","Seram, Indonesia","BMKG"
"441","bmg2023dkbb","2023-02-18T04:30:12.445566Z","0.5641914606","100.0108185","3.89084742","M","10","34","56.95560837","Northern Sumatra, Indonesia","BMKG"
"442","bmg2023djvz","2023-02-18T01:56:21.105551Z","-4.132808208","128.7460327","3.215746618","M","125","23","136.3420715","Banda Sea","BMKG"
"443","bmg2023djuq","2023-02-18T01:15:47.240554Z","-4.966454983","130.9282532","3.888209966","M","34","22","120.3239899","Banda Sea","BMKG"
"444","bmg2023djsh","2023-02-18T00:03:49.831366Z","-8.195347786","115.8721695","4.716299125","M","17","94","62.23932385","Bali Region, Indonesia","BMKG"
"445","bmg2023djlk","2023-02-17T20:36:03.753639Z","-8.567687035","112.760437","3.519215297","M","125","37","186.9953537","Java, Indonesia","BMKG"
"446","bmg2023djix","2023-02-17T19:19:34.892737Z","-9.490931511","117.4091187","2.865622564","M","64","28","197.5482864","Sumbawa Region, Indonesia","BMKG"
"447","bmg2023djhf","2023-02-17T18:28:26.529562Z","-7.591611385","128.5986786","4.788369635","M","96","49","59.91256714","Banda Sea","BMKG"
"448","bmg2023djgq","2023-02-17T18:10:49.073725Z","-9.456242561","113.3303833","4.249113474","M","11","53","192.3219604","South of Java, Indonesia","BMKG"
"449","bmg2023djgk","2023-02-17T18:04:08.671639Z","2.044541597","98.92767334","2.73706588","M","115","27","125.2220535","Northern Sumatra, Indonesia","BMKG"
"450","bmg2023djga","2023-02-17T17:52:52.267902Z","1.871368289","98.94470215","2.217229702","M","103","16","183.8414001","Northern Sumatra, Indonesia","BMKG"
"451","bmg2023djfz","2023-02-17T17:50:55.419502Z","-2.884396791","119.3981934","1.936594515","M","10","7","136.9569626","Sulawesi, Indonesia","BMKG"
"452","bmg2023djes","2023-02-17T17:12:58.474771Z","-1.013043046","120.2491379","2.743444587","M","10","18","146.1320343","Sulawesi, Indonesia","BMKG"
"453","bmg2023djef","2023-02-17T16:57:50.16095Z","-8.787575722","116.386673","2.858570747","M","109","25","166.2137756","Sumbawa Region, Indonesia","BMKG"
"454","bmg2023djcv","2023-02-17T16:15:32.681468Z","-1.659117222","133.2424316","3.336820891","M","10","14","87.3054657","West Papua Region, Indonesia","BMKG"
"455","bmg2023diwc","2023-02-17T12:52:08.157169Z","-9.077694893","116.8415833","4.315363829","M","126","100","171.057785","Sumbawa Region, Indonesia","BMKG"
"456","bmg2023dits","2023-02-17T11:39:34.967359Z","0.7534533143","121.4870071","4.199665507","M","35","83","65.13876343","Minahassa Peninsula, Sulawesi","BMKG"
"457","bmg2023disp","2023-02-17T11:05:19.002919Z","1.356878757","97.17366028","3.893986326","M","23","49","174.2017365","Northern Sumatra, Indonesia","BMKG"
"458","bmg2023diqh","2023-02-17T09:55:05.074335Z","-2.451443434","140.6978912","3.244293664","M","10","11","250.4317627","Near North Coast of West Papua","BMKG"
"459","bmg2023dips","2023-02-17T09:37:35.353868Z","-6.535520077","132.0671539","6.363707296","Mw(mB)","59","284","28.33503723","Tanimbar Islands Region, Indonesia","BMKG"
"460","bmg2023ding","2023-02-17T08:23:52.923368Z","2.74798274","97.32852936","2.865038596","M","26","24","91.15423584","Northern Sumatra, Indonesia","BMKG"
"461","bmg2023dilp","2023-02-17T07:33:33.859578Z","-3.973200321","122.4455414","3.285729736","M","10","24","115.3351021","Sulawesi, Indonesia","BMKG"
"462","bmg2023dije","2023-02-17T06:20:06.136472Z","3.547065735","125.9163132","4.090978912","M","120","19","129.0056839","Talaud Islands, Indonesia","BMKG"
"463","bmg2023diih","2023-02-17T05:52:39.963337Z","-8.05544281","107.3035965","3.475250967","M","24","47","205.6248398","Java, Indonesia","BMKG"
"464","bmg2023diid","2023-02-17T05:47:59.802038Z","-0.0005063795252","123.8297577","3.617872097","M","107","37","66.4262476","Minahassa Peninsula, Sulawesi","BMKG"
"465","bmg2023diic","2023-02-17T05:47:43.149026Z","-7.855429649","118.6328506","2.910772552","M","36","27","176.0634918","Flores Sea","BMKG"
"466","bmg2023digw","2023-02-17T05:09:31.079759Z","-8.853448868","116.8404465","2.425930834","M","10","26","125.8312836","Sumbawa Region, Indonesia","BMKG"
"467","bmg2023difp","2023-02-17T04:31:14.516616Z","0.4038169384","125.2642441","3.315268769","M","10","23","75.71295166","Northern Molucca Sea","BMKG"
"468","bmg2023difi","2023-02-17T04:23:14.981739Z","-2.464780092","140.6839447","2.648656965","M","10","8","261.4714355","Near North Coast of West Papua","BMKG"
"469","bmg2023diec","2023-02-17T03:45:26.92671Z","-2.538226366","140.6204376","4.136373507","M","10","18","234.3791962","Near North Coast of West Papua","BMKG"
"470","bmg2023didx","2023-02-17T03:40:22.645071Z","1.654304385","126.5504913","3.43729168","M","35","21","119.4033356","Northern Molucca Sea","BMKG"
"471","bmg2023diaj","2023-02-17T01:52:40.197814Z","3.362299204","97.0660553","3.18148883","M","32","28","172.7864532","Northern Sumatra, Indonesia","BMKG"
"472","bmg2023diad","2023-02-17T01:45:54.300638Z","-2.581694603","120.6773682","2.580116916","M","11","17","165.0000687","Sulawesi, Indonesia","BMKG"
"473","bmg2023dhvt","2023-02-16T23:33:03.148325Z","-0.6483946443","120.9481049","3.37499669","M","10","44","87.21827698","Minahassa Peninsula, Sulawesi","BMKG"
"474","bmg2023dhtw","2023-02-16T22:35:29.265585Z","-2.97099638","121.5885239","3.123497837","M","10","34","60.79465103","Sulawesi, Indonesia","BMKG"
"475","bmg2023dhrn","2023-02-16T21:24:59.412563Z","-7.591552734","106.0459747","3.089872917","M","25","28","264.5706024","Java, Indonesia","BMKG"
"476","bmg2023dhpi","2023-02-16T20:18:40.680783Z","-5.899177551","103.5474319","3.265761087","M","13","27","204.8487778","Southern Sumatra, Indonesia","BMKG"
"477","bmg2023dhpe","2023-02-16T20:13:59.807567Z","4.57170248","126.7321777","4.221755654","M","13","16","272.9777374","Talaud Islands, Indonesia","BMKG"
"478","bmg2023dhkp","2023-02-16T17:54:33.320268Z","-5.411308765","103.2032242","3.250036144","M","35","37","166.6399918","Southern Sumatra, Indonesia","BMKG"
"479","bmg2023dhhe","2023-02-16T16:10:54.620811Z","-6.358326912","130.3685913","4.277553061","M","145","35","67.27731323","Banda Sea","BMKG"
"480","bmg2023dhgk","2023-02-16T15:47:59.817595Z","-0.06428632885","123.2304916","2.925504554","M","127","25","107.5837822","Minahassa Peninsula, Sulawesi","BMKG"
"481","bmg2023dhgg","2023-02-16T15:43:08.438874Z","-2.652519703","140.5463409","2.44699446","M","10","5","122.6915436","Near North Coast of West Papua","BMKG"
"482","bmg2023dhgb","2023-02-16T15:36:27.843464Z","-1.655934215","133.5124054","3.32734049","M","10","16","75.04077148","West Papua Region, Indonesia","BMKG"
"483","bmg2023dhga","2023-02-16T15:35:56.645035Z","-2.159628391","127.9172745","2.868586192","M","10","10","140.506012","Ceram Sea","BMKG"
"484","bmg2023dhfd","2023-02-16T15:09:39.459597Z","-8.089742661","117.7873459","3.670837479","M","19","49","126.6136932","Sumbawa Region, Indonesia","BMKG"
"485","bmg2023dhdo","2023-02-16T14:21:42.422684Z","0.2522431314","123.9289093","2.99943873","M","187","24","82.75996399","Minahassa Peninsula, Sulawesi","BMKG"
"486","bmg2023dhah","2023-02-16T12:41:50.878705Z","-7.196949959","129.3442078","4.433255684","M","171","38","63.09390259","Banda Sea","BMKG"
"487","bmg2023dgnm","2023-02-16T06:13:48.47282Z","-6.833574295","130.5434723","3.697615594","M","89","12","153.8980103","Banda Sea","BMKG"
"488","bmg2023dgdc","2023-02-16T00:58:52.275625Z","-7.060257912","107.0095062","4.526088737","M","106","82","86.74937439","Java, Indonesia","BMKG"
"489","bmg2023dgco","2023-02-16T00:43:09.843506Z","4.588774204","96.35006714","3.926901444","M","10","41","89.73208618","Northern Sumatra, Indonesia","BMKG"
"490","bmg2023dgcd","2023-02-16T00:30:33.847546Z","-6.308691025","103.3577271","4.354412943","M","48","49","203.3064423","Southwest of Sumatra, Indonesia","BMKG"
"491","bmg2023dgbv","2023-02-16T00:20:50.400973Z","-9.239456177","116.2587204","3.285311164","M","58","41","211.7045517","Sumbawa Region, Indonesia","BMKG"
"492","bmg2023dfvz","2023-02-15T21:24:07.802054Z","-4.36756897","127.4273453","3.980449819","M","263","38","96.85499573","Banda Sea","BMKG"
"493","bmg2023dfvm","2023-02-15T21:07:55.461287Z","-8.203882217","117.8830338","2.99601398","M","24","40","91.35110474","Sumbawa Region, Indonesia","BMKG"
"494","bmg2023dfvf","2023-02-15T21:00:18.39616Z","-6.585312843","130.9769287","4.197586499","M","100","40","74.84873199","Banda Sea","BMKG"
"495","bmg2023dfvc","2023-02-15T20:56:24.575092Z","-7.888044357","106.9814072","2.674615217","M","26","12","281.2492981","Java, Indonesia","BMKG"
"496","bmg2023dftn","2023-02-15T20:08:56.314395Z","-2.810864449","100.4998016","3.736043483","M","20","51","225.7044373","Southern Sumatra, Indonesia","BMKG"
"497","bmg2023dfta","2023-02-15T19:53:17.078153Z","3.54980588","128.6390533","3.926462012","M","49","27","218.0115967","North of Halmahera, Indonesia","BMKG"
"498","bmg2023dfru","2023-02-15T19:16:48.316935Z","-3.893008709","129.0153961","2.99063741","M","21","18","158.1886749","Seram, Indonesia","BMKG"
"499","bmg2023dfrl","2023-02-15T19:05:53.291545Z","1.885265112","128.3308411","3.143783471","M","121","24","204.0309448","Halmahera, Indonesia","BMKG"
"500","bmg2023dfpr","2023-02-15T18:12:35.203318Z","-7.231523514","104.9236832","3.681173934","M","16","33","244.0682678","Southwest of Sumatra, Indonesia","BMKG"
"501","bmg2023dfpk","2023-02-15T18:04:20.427469Z","-8.055139542","117.7989883","4.270664388","M","23","108","105.3745575","Sumbawa Region, Indonesia","BMKG"
"502","bmg2023dfpc","2023-02-15T17:54:18.010397Z","-8.155349731","115.1047668","3.023019358","M","226","48","103.6003036","Bali Region, Indonesia","BMKG"
"503","bmg2023dfnv","2023-02-15T17:16:46.619497Z","2.979956627","127.2202301","3.534368419","M","28","16","154.6066895","Northern Molucca Sea","BMKG"
"504","bmg2023dflv","2023-02-15T16:15:26.362346Z","3.126552343","127.0932465","3.688936405","M","15","21","153.697937","Talaud Islands, Indonesia","BMKG"
"505","bmg2023dflb","2023-02-15T15:52:29.804985Z","-7.44749403","128.6078339","4.410691575","M","181","41","96.51098633","Banda Sea","BMKG"
"506","bmg2023dfky","2023-02-15T15:48:32.138796Z","-2.429253817","101.2896423","3.167262829","M","56","39","100.4125824","Southern Sumatra, Indonesia","BMKG"
"507","bmg2023dfke","2023-02-15T15:25:28.339263Z","2.019063234","127.6879883","3.219547282","M","210","26","145.7897186","Northern Molucca Sea","BMKG"
"508","bmg2023dfji","2023-02-15T15:00:31.450733Z","3.026161909","98.21903992","1.898975644","M","36","9","189.4053307","Northern Sumatra, Indonesia","BMKG"
"509","bmg2023dfhd","2023-02-15T13:53:36.855431Z","-2.896788597","119.5561142","2.490077763","M","10","15","172.0476532","Sulawesi, Indonesia","BMKG"
"510","bmg2023dfhb","2023-02-15T13:51:13.580617Z","-2.465334654","140.693985","3.920218989","M","10","13","244.4839783","Near North Coast of West Papua","BMKG"
"511","bmg2023dfgu","2023-02-15T13:43:20.246704Z","3.877137184","128.7144623","4.620000016","M","49","31","258.1654053","North of Halmahera, Indonesia","BMKG"
"512","bmg2023dfep","2023-02-15T12:36:41.528165Z","-3.722743273","133.3685455","3.644313356","M","11","16","193.8578796","West Papua Region, Indonesia","BMKG"
"513","bmg2023deyc","2023-02-15T09:19:41.481957Z","-0.3211577535","124.6348419","3.587056014","M","59","24","131.5087166","Southern Molucca Sea","BMKG"
"514","bmg2023dewz","2023-02-15T08:46:02.223492Z","-3.440686703","126.8952713","3.65516323","M","10","27","104.67202","Buru, Indonesia","BMKG"
"515","bmg2023devq","2023-02-15T08:05:25.89416Z","-8.911495209","119.0394058","3.833298839","M","77","72","113.6747742","Flores Region, Indonesia","BMKG"
