"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"170","bmg2023eayk","2023-02-27T10:28:18.164169Z","-1.530957818","120.1150513","2.373734024","MLv","10","13","109.5530243","Sulawesi, Indonesia","BMKG"
"171","bmg2023eayj","2023-02-27T10:26:38.70832Z","3.082002401","125.5769653","4.232724128","MLv","166","37","107.5219727","Talaud Islands, Indonesia","BMKG"
"172","bmg2023eaxz","2023-02-27T10:16:07.307415Z","0.3129793108","125.7286224","3.941446273","MLv","11","33","55.0174408","Northern Molucca Sea","BMKG"
"173","bmg2023eaxl","2023-02-27T09:59:18.787825Z","-1.612078905","120.1943512","3.436347209","MLv","10","32","85.38247681","Sulawesi, Indonesia","BMKG"
"174","bmg2023eavu","2023-02-27T09:09:15.636031Z","-1.60717833","120.1985321","2.761664015","MLv","10","19","84.97201538","Sulawesi, Indonesia","BMKG"
"175","bmg2023eaue","2023-02-27T08:19:37.407802Z","-3.332057238","140.6239777","3.566019161","MLv","60","13","122.7081089","West Papua, Indonesia","BMKG"
"176","bmg2023eauc","2023-02-27T08:17:50.614204Z","-1.643791437","120.2234726","2.866868039","MLv","10","18","105.5136127","Sulawesi, Indonesia","BMKG"
"177","bmg2023easw","2023-02-27T07:40:07.180693Z","-1.613919497","120.2048569","2.617363904","MLv","10","22","101.5677299","Sulawesi, Indonesia","BMKG"
"178","bmg2023eass","2023-02-27T07:36:16.672653Z","-1.609093666","120.187767","3.244411128","MLv","10","35","66.15797424","Sulawesi, Indonesia","BMKG"
"179","bmg2023easm","2023-02-27T07:29:04.048452Z","-1.604540467","120.2075119","3.552118939","MLv","10","39","64.83427429","Sulawesi, Indonesia","BMKG"
"180","bmg2023eash","2023-02-27T07:22:48.903839Z","-1.607315421","120.1927338","2.521929307","MLv","10","21","84.08114624","Sulawesi, Indonesia","BMKG"
"181","bmg2023earc","2023-02-27T06:47:14.25281Z","-0.03405659646","123.4317322","3.348747857","MLv","133","26","88.46392059","Minahassa Peninsula, Sulawesi","BMKG"
"182","bmg2023eaqz","2023-02-27T06:43:36.351106Z","-1.615527153","120.1853409","2.736086187","MLv","10","19","85.0087738","Sulawesi, Indonesia","BMKG"
"183","bmg2023eaoq","2023-02-27T05:32:21.41951Z","-1.589614272","120.1917496","2.744895084","MLv","10","32","68.09169769","Sulawesi, Indonesia","BMKG"
"184","bmg2023eaoo","2023-02-27T05:29:58.442457Z","-1.539999485","120.1386032","3.043377673","MLv","10","32","65.41931152","Sulawesi, Indonesia","BMKG"
"185","bmg2023eaod","2023-02-27T05:16:40.252526Z","-1.610376358","120.1949844","2.860715047","MLv","10","31","65.80271912","Sulawesi, Indonesia","BMKG"
"186","bmg2023eanq","2023-02-27T05:02:29.45024Z","-1.611827016","120.1697617","2.838765876","MLv","10","13","91.91677856","Sulawesi, Indonesia","BMKG"
"187","bmg2023eamx","2023-02-27T04:39:47.781782Z","-1.592441916","120.1225891","2.758722209","MLv","10","18","105.4898987","Sulawesi, Indonesia","BMKG"
"188","bmg2023eamr","2023-02-27T04:33:16.181824Z","-1.578733206","120.1923141","4.390097147","MLv","10","45","47.48360443","Sulawesi, Indonesia","BMKG"
"189","bmg2023eaml","2023-02-27T04:25:30.824097Z","-1.560773373","120.2059631","2.745245743","MLv","10","22","62.83529663","Sulawesi, Indonesia","BMKG"
"190","bmg2023eall","2023-02-27T03:55:07.162009Z","-1.665719151","120.2678833","2.69769095","MLv","10","18","131.7604313","Sulawesi, Indonesia","BMKG"
"191","bmg2023eako","2023-02-27T03:28:41.593689Z","-1.615814805","120.2209473","2.680920073","MLv","10","31","66.95677948","Sulawesi, Indonesia","BMKG"
"192","bmg2023eajn","2023-02-27T02:56:56.00579Z","-1.618257403","120.1742706","2.468592752","M","10","13","85.90840149","Sulawesi, Indonesia","BMKG"
"193","bmg2023eajh","2023-02-27T02:49:46.323844Z","-1.564742923","120.2359619","2.578259336","M","10","12","114.1154671","Sulawesi, Indonesia","BMKG"
"194","bmg2023eaiu","2023-02-27T02:34:37.413757Z","-1.602643967","120.1650238","2.600484353","MLv","15","10","123.6199951","Sulawesi, Indonesia","BMKG"
"195","bmg2023eais","2023-02-27T02:33:12.971381Z","4.800036907","95.81315613","2.058297998","MLv","96","18","95.58327484","Northern Sumatra, Indonesia","BMKG"
"196","bmg2023eair","2023-02-27T02:31:59.818191Z","-1.638131261","120.2408371","2.60351006","M","10","16","75.56787872","Sulawesi, Indonesia","BMKG"
"197","bmg2023eaio","2023-02-27T02:27:49.557275Z","-1.596811175","120.1487503","2.567271266","M","10","11","86.49198914","Sulawesi, Indonesia","BMKG"
"198","bmg2023eaii","2023-02-27T02:21:08.077246Z","-1.614777803","120.2080154","3.210655079","M","10","37","66.47520447","Sulawesi, Indonesia","BMKG"
"199","bmg2023eaic","2023-02-27T02:14:17.625902Z","-1.623912692","120.2074585","2.685384474","MLv","10","20","72.78369141","Sulawesi, Indonesia","BMKG"
"200","bmg2023eahq","2023-02-27T02:00:11.344739Z","-1.619104266","120.2578888","3.289869997","MLv","10","22","89.70545387","Sulawesi, Indonesia","BMKG"
"201","bmg2023eahg","2023-02-27T01:48:46.75382Z","-1.589271069","120.2006149","4.518529213","M","10","82","23.36029053","Sulawesi, Indonesia","BMKG"
"202","bmg2023eahe","2023-02-27T01:46:28.577719Z","-1.618516922","120.1811371","2.906607145","MLv","10","20","85.45147705","Sulawesi, Indonesia","BMKG"
"203","bmg2023eahc","2023-02-27T01:43:21.753303Z","-1.601314664","120.1668549","3.447378268","M","10","32","67.01647949","Sulawesi, Indonesia","BMKG"
"204","bmg2023eagx","2023-02-27T01:37:41.434168Z","-1.621622682","120.1934052","3.291859644","MLv","10","39","66.39910889","Sulawesi, Indonesia","BMKG"
"205","bmg2023eagv","2023-02-27T01:35:51.134699Z","-1.659602046","120.2083893","2.914270245","MLv","10","13","116.1307335","Sulawesi, Indonesia","BMKG"
"206","bmg2023eagn","2023-02-27T01:26:04.344908Z","-1.575029016","120.2403336","5.402929837","Mw(mB)","16","192","21.48730469","Sulawesi, Indonesia","BMKG"
"207","bmg2023eagh","2023-02-27T01:19:27.195342Z","2.907120705","125.653183","3.924236068","M","100","26","110.9209747","Talaud Islands, Indonesia","BMKG"
"208","bmg2023dzyq","2023-02-26T21:27:14.212374Z","-7.607895374","106.6037674","2.812154408","M","76","31","221.8097","Java, Indonesia","BMKG"
"209","bmg2023dzyg","2023-02-26T21:15:26.123183Z","-9.233130455","123.0903473","3.914880213","M","67","44","67.46084595","Timor Region","BMKG"
"210","bmg2023dzxm","2023-02-26T20:51:39.676275Z","-6.541996479","104.216629","3.550165584","M","10","24","201.4838181","Sunda Strait, Indonesia","BMKG"
"211","bmg2023dzxa","2023-02-26T20:38:12.170806Z","-2.895439148","127.6043701","2.781534762","M","28","17","95.56379604","Ceram Sea","BMKG"
"212","bmg2023dzqx","2023-02-26T17:32:23.652642Z","-3.588364601","100.5361099","3.547793342","M","54","31","192.5374908","Southern Sumatra, Indonesia","BMKG"
"213","bmg2023dzpf","2023-02-26T16:41:15.672573Z","-8.682830811","123.3531418","4.591444962","Mw(mB)","178","135","31.7795105","Flores Region, Indonesia","BMKG"
"214","bmg2023dzfk","2023-02-26T11:44:24.321439Z","-9.356805801","115.9497833","3.721197435","M","31","56","202.808754","South of Bali, Indonesia","BMKG"
"215","bmg2023dzbb","2023-02-26T09:32:07.109269Z","1.588512182","120.4608459","3.338009027","M","25","27","208.1411667","Minahassa Peninsula, Sulawesi","BMKG"
"216","bmg2023dyzd","2023-02-26T08:34:32.003269Z","1.445321798","122.9003296","4.704211469","MLv","10","69","148.5420952","Minahassa Peninsula, Sulawesi","BMKG"
"217","bmg2023dyun","2023-02-26T06:14:45.467225Z","1.704484582","125.8424911","3.314018137","M","12","17","87.34407043","Northern Molucca Sea","BMKG"
"218","bmg2023dyue","2023-02-26T06:04:03.573983Z","-0.2152213454","124.7310638","3.332851354","M","16","15","138.0281134","Southern Molucca Sea","BMKG"
"219","bmg2023dytv","2023-02-26T05:52:48.275373Z","1.713990927","125.8718414","4.898676416","M","14","95","62.31307983","Northern Molucca Sea","BMKG"
"220","bmg2023dyts","2023-02-26T05:49:33.237852Z","1.395728946","128.9275055","3.78849848","M","14","31","158.0403976","Halmahera, Indonesia","BMKG"
"221","bmg2023dypw","2023-02-26T03:53:05.078089Z","5.709821224","126.5450745","4.751138914","M","20","49","174.5834961","Mindanao, Philippines","BMKG"
"222","bmg2023dyhh","2023-02-25T23:32:50.365462Z","-0.2871231437","124.5466309","4.740226509","M","10","36","59.82719421","Southern Molucca Sea","BMKG"
"223","bmg2023dyfl","2023-02-25T22:36:56.597901Z","-7.844002724","119.0254669","2.878025384","M","27","16","176.7571449","Flores Sea","BMKG"
"224","bmg2023dyeq","2023-02-25T22:13:16.55185Z","1.446944952","126.3634949","3.697793899","M","10","21","61.79409933","Northern Molucca Sea","BMKG"
"225","bmg2023dyer","2023-02-25T22:12:33.840952Z","3.7413764","97.26008606","2.587981629","M","30","16","152.1788712","Northern Sumatra, Indonesia","BMKG"
"226","bmg2023dydr","2023-02-25T21:43:15.277862Z","0.9876837134","98.4217453","4.194143291","M","20","42","76.69799805","Northern Sumatra, Indonesia","BMKG"
"227","bmg2023dycy","2023-02-25T21:21:46.85257Z","-9.793496132","119.716568","3.301019222","M","25","26","178.6735229","Sumba Region, Indonesia","BMKG"
"228","bmg2023dyaz","2023-02-25T20:21:51.759911Z","-8.488062859","118.6109619","3.672147655","M","123","41","48.6184082","Sumbawa Region, Indonesia","BMKG"
"229","bmg2023dxyq","2023-02-25T19:10:35.264818Z","-2.948337317","128.917984","2.541911853","M","10","9","153.6115646","Ceram Sea","BMKG"
"230","bmg2023dxvp","2023-02-25T17:39:11.249237Z","2.018997908","126.6687393","3.380822088","M","14","22","83.61632898","Northern Molucca Sea","BMKG"
"231","bmg2023dxuq","2023-02-25T17:09:58.855924Z","-7.800661564","118.5945816","3.093708012","M","32","29","144.0941391","Flores Sea","BMKG"
"232","bmg2023dxst","2023-02-25T16:13:01.13484Z","-2.413983822","140.4838104","2.57623844","MLv","10","6","233.7365494","Near North Coast of West Papua","BMKG"
"233","bmg2023dxsb","2023-02-25T15:51:16.643427Z","-0.7652152777","121.9749298","3.339844223","M","10","19","71.05836487","Minahassa Peninsula, Sulawesi","BMKG"
"234","bmg2023dxrd","2023-02-25T15:23:55.541637Z","0.7870921493","98.68076324","3.555538305","M","39","29","126.2108307","Northern Sumatra, Indonesia","BMKG"
"235","bmg2023dxpq","2023-02-25T14:37:41.395163Z","0.59499681","120.6225586","2.777027275","M","77","19","88.39658165","Minahassa Peninsula, Sulawesi","BMKG"
"236","bmg2023dxpg","2023-02-25T14:26:16.954696Z","-3.661531687","137.1655884","3.620467911","M","26","17","123.4603882","West Papua, Indonesia","BMKG"
"237","bmg2023dxpe","2023-02-25T14:23:58.108381Z","-8.581311226","117.6985703","2.13967042","M","126","24","104.4055252","Sumbawa Region, Indonesia","BMKG"
"238","bmg2023dxoi","2023-02-25T13:58:15.632483Z","-2.70936656","129.6552277","3.485735956","M","10","23","78.42237091","Seram, Indonesia","BMKG"
"239","bmg2023dxng","2023-02-25T13:26:14.181508Z","-9.083339691","118.8704529","3.561037136","M","10","32","136.5996399","Sumbawa Region, Indonesia","BMKG"
"240","bmg2023dxmp","2023-02-25T13:06:22.81921Z","-0.7242203355","122.0422821","3.333950447","M","10","26","70.299263","Minahassa Peninsula, Sulawesi","BMKG"
"241","bmg2023dxig","2023-02-25T10:54:10.327609Z","-7.429453373","129.0336456","5.015942861","MLv","76","41","81.06428528","Banda Sea","BMKG"
"242","bmg2023dxes","2023-02-25T09:07:00.557191Z","-1.308528781","101.6779175","2.943593837","M","170","19","154.7636108","Southern Sumatra, Indonesia","BMKG"
"243","bmg2023dxbd","2023-02-25T07:17:59.48342Z","1.545239806","128.5365906","4.047330043","M","25","19","140.9970779","Halmahera, Indonesia","BMKG"
"244","bmg2023dwxm","2023-02-25T05:28:12.737408Z","3.488539457","127.4857178","3.579184053","MLv","10","6","205.9699707","Talaud Islands, Indonesia","BMKG"
"245","bmg2023dwxl","2023-02-25T05:26:29.32375Z","3.222708702","127.1471558","3.65455518","M","12","10","163.4398041","Talaud Islands, Indonesia","BMKG"
"246","bmg2023dwxc","2023-02-25T05:16:36.237651Z","-9.591597557","116.5030594","3.237250455","M","33","35","208.5057907","Sumbawa Region, Indonesia","BMKG"
"247","bmg2023dwwl","2023-02-25T04:55:47.662128Z","-5.523928165","131.1925964","3.628031778","M","29","13","129.1100464","Banda Sea","BMKG"
"248","bmg2023dwvh","2023-02-25T04:21:20.228206Z","-1.630259991","100.355423","2.900691228","M","27","16","127.4260702","Southern Sumatra, Indonesia","BMKG"
"249","bmg2023dwsw","2023-02-25T03:08:02.187949Z","-5.532106876","103.1572723","3.821603691","M","10","25","179.2104492","Southern Sumatra, Indonesia","BMKG"
"250","bmg2023dwrj","2023-02-25T02:21:52.420074Z","-2.507673979","140.6663361","3.151010456","M","10","9","175.1936646","Near North Coast of West Papua","BMKG"
"251","bmg2023dwqx","2023-02-25T02:08:31.391Z","-5.702649593","103.8791046","4.637263933","M","61","74","104.9236374","Southern Sumatra, Indonesia","BMKG"
"252","bmg2023dwqq","2023-02-25T01:59:52.987771Z","-6.360985279","130.2939453","3.811449075","M","66","13","156.3776093","Banda Sea","BMKG"
"253","bmg2023dvzt","2023-02-24T17:28:38.902546Z","2.8951087","126.1894608","4.81398255","M","46","100","84.88476944","Northern Molucca Sea","BMKG"
"254","bmg2023dvxj","2023-02-24T16:16:35.272053Z","2.2940979","126.7017288","3.292735026","M","26","25","133.6882324","Northern Molucca Sea","BMKG"
"255","bmg2023dvwx","2023-02-24T16:02:29.572439Z","4.267965794","126.6618881","3.76151875","M","25","11","162.978714","Talaud Islands, Indonesia","BMKG"
"256","bmg2023dvui","2023-02-24T14:43:34.936048Z","-3.541786671","100.9103851","3.479990099","M","10","18","175.039444","Southern Sumatra, Indonesia","BMKG"
"257","bmg2023dvsw","2023-02-24T13:59:53.675686Z","-8.245848656","124.5688934","3.241059726","MLv","10","12","91.92205811","Timor Region","BMKG"
"258","bmg2023dvks","2023-02-24T09:52:12.82816Z","-1.844405174","137.8920288","3.413251141","MLv","40","11","169.4866638","Near North Coast of West Papua","BMKG"
"259","bmg2023dvkl","2023-02-24T09:43:53.586227Z","-2.504232407","140.8940125","2.38251093","MLv","39","8","293.4991608","Near North Coast of West Papua","BMKG"
"260","bmg2023dvjy","2023-02-24T09:28:55.532497Z","-2.453265429","140.7047729","3.260043114","M","10","11","278.968277","Near North Coast of West Papua","BMKG"
"261","bmg2023dvjb","2023-02-24T09:02:55.749257Z","3.668876648","128.6972504","4.410509492","MLv","23","34","169.9047699","North of Halmahera, Indonesia","BMKG"
"262","bmg2023dvgt","2023-02-24T07:52:43.969123Z","0.3548409641","121.9134903","2.547585438","MLv","175","19","94.6581192","Minahassa Peninsula, Sulawesi","BMKG"
"263","bmg2023dvfn","2023-02-24T07:15:31.415595Z","-2.482228994","120.9449081","2.57737644","MLv","17","19","102.562027","Sulawesi, Indonesia","BMKG"
"264","bmg2023dvfl","2023-02-24T07:13:12.964191Z","-9.563910484","111.4595108","3.81725971","M","13","11","277.3097992","South of Java, Indonesia","BMKG"
"265","bmg2023dvcw","2023-02-24T05:54:31.647071Z","-8.556707382","121.9967422","2.500253934","MLv","22","14","122.0661774","Flores Region, Indonesia","BMKG"
"266","bmg2023dvcp","2023-02-24T05:46:42.986173Z","-2.420749664","140.7471771","2.685372463","MLv","10","8","257.8724823","Near North Coast of West Papua","BMKG"
"267","bmg2023dvbz","2023-02-24T05:27:27.065452Z","-2.853035927","127.5931549","2.673543842","MLv","22","16","100.9661978","Ceram Sea","BMKG"
"268","bmg2023dvbr","2023-02-24T05:18:37.188876Z","-8.849943161","116.863266","2.658770581","MLv","10","27","136.6629791","Sumbawa Region, Indonesia","BMKG"
"269","bmg2023dvbn","2023-02-24T05:14:07.002648Z","-1.614857078","120.1859283","2.471835851","MLv","10","18","71.37314987","Sulawesi, Indonesia","BMKG"
"270","bmg2023dvbm","2023-02-24T05:12:33.045995Z","-1.610692859","120.1791763","2.992188412","MLv","10","33","66.73243713","Sulawesi, Indonesia","BMKG"
"271","bmg2023dvbl","2023-02-24T05:12:03.865448Z","-8.129754066","124.3203964","3.25198406","MLv","10","29","126.770462","Timor Region","BMKG"
"272","bmg2023dvbb","2023-02-24T04:59:58.947702Z","-5.878971577","103.3692474","3.26895427","MLv","13","29","187.9566193","Southern Sumatra, Indonesia","BMKG"
"273","bmg2023duzp","2023-02-24T04:15:34.798303Z","1.647185802","122.3479843","2.510623004","MLv","198","19","166.1796837","Minahassa Peninsula, Sulawesi","BMKG"
"274","bmg2023duym","2023-02-24T03:41:10.211824Z","-2.89430809","118.8750381","2.340861522","MLv","13","15","107.9891815","Sulawesi, Indonesia","BMKG"
"275","bmg2023duwv","2023-02-24T02:51:53.282653Z","-2.722046852","121.8520508","3.082110226","MLv","10","25","85.25463867","Sulawesi, Indonesia","BMKG"
"276","bmg2023duvt","2023-02-24T02:18:51.37167Z","-6.268489361","104.4316025","3.174892293","MLv","22","15","184.4693527","Sunda Strait, Indonesia","BMKG"
"277","bmg2023duvf","2023-02-24T02:02:44.746431Z","-0.5329286456","100.1226425","2.817699603","M","10","20","95.95318604","Southern Sumatra, Indonesia","BMKG"
"278","bmg2023duqt","2023-02-23T23:46:51.524202Z","-7.91693449","123.1772919","3.959575116","M","232","54","92.2816925","Banda Sea","BMKG"
"279","bmg2023dumw","2023-02-23T21:49:41.609424Z","0.187544331","96.70220947","3.565097081","M","28","36","235.8097153","Off West Coast of Northern Sumatra","BMKG"
"280","bmg2023dukb","2023-02-23T20:23:57.304546Z","3.214426994","128.0437012","3.962595647","M","113","24","159.9047165","North of Halmahera, Indonesia","BMKG"
"281","bmg2023duji","2023-02-23T20:02:50.714294Z","3.297993183","128.0354614","6.473180487","Mw(mB)","105","465","24.8335495","North of Halmahera, Indonesia","BMKG"
"282","bmg2023dujc","2023-02-23T19:54:55.224309Z","-2.47136426","140.7005463","2.220676897","MLv","10","9","276.457428","Near North Coast of West Papua","BMKG"
"283","bmg2023duho","2023-02-23T19:08:30.224684Z","-2.979622602","128.8369751","2.998736765","M","10","20","78.95584488","Ceram Sea","BMKG"
"284","bmg2023duha","2023-02-23T18:52:33.215349Z","0.9006175995","126.9081497","2.961238356","M","14","22","62.42961121","Northern Molucca Sea","BMKG"
"285","bmg2023dufz","2023-02-23T18:21:29.479634Z","-4.591773033","99.2773056","4.208129384","M","27","52","146.5339203","Southwest of Sumatra, Indonesia","BMKG"
"286","bmg2023duew","2023-02-23T17:46:44.193248Z","0.2662779689","125.1949921","3.46185355","M","18","34","74.93084717","Northern Molucca Sea","BMKG"
"287","bmg2023ducb","2023-02-23T16:21:30.233925Z","0.7704364657","121.5032272","2.632888318","M","49","21","140.748291","Minahassa Peninsula, Sulawesi","BMKG"
"288","bmg2023dubu","2023-02-23T16:14:25.093083Z","3.781738997","126.6690598","4.230449195","M","30","38","130.4148319","Talaud Islands, Indonesia","BMKG"
"289","bmg2023duam","2023-02-23T15:34:11.874159Z","-0.5567574501","120.9082794","3.078978027","M","10","31","47.87757874","Minahassa Peninsula, Sulawesi","BMKG"
"290","bmg2023dtzk","2023-02-23T15:01:18.992298Z","-8.927836418","109.8505859","3.509606017","M","12","38","220.9754944","Java, Indonesia","BMKG"
"291","bmg2023dtvz","2023-02-23T13:18:08.232416Z","-8.769704819","117.6494827","2.480869957","M","7","24","118.0426559","Sumbawa Region, Indonesia","BMKG"
"292","bmg2023dtvc","2023-02-23T12:51:24.511755Z","1.348629951","126.6155319","4.142964453","M","17","58","61.8485024","Northern Molucca Sea","BMKG"
"293","bmg2023dtus","2023-02-23T12:39:02.096489Z","4.894603252","96.77080536","3.21434827","M","191","50","84.38835716","Northern Sumatra, Indonesia","BMKG"
"294","bmg2023dtuq","2023-02-23T12:36:42.176453Z","-4.023206711","136.6485596","3.821714462","M","10","23","80.06213379","West Papua Region, Indonesia","BMKG"
"295","bmg2023dtte","2023-02-23T11:52:10.427251Z","0.7145398259","123.9152298","3.643212804","M","253","45","116.445282","Minahassa Peninsula, Sulawesi","BMKG"
"296","bmg2023dtsk","2023-02-23T11:29:32.287255Z","-4.315837383","129.4976807","2.749528896","M","22","12","177.7784729","Banda Sea","BMKG"
"297","bmg2023dtrc","2023-02-23T10:49:34.707925Z","-6.793779373","107.1094971","2.255775526","MLv","21","13","110.7916985","Java, Indonesia","BMKG"
"298","bmg2023dtqw","2023-02-23T10:43:00.05186Z","0.9645093679","127.793045","3.895794992","M","10","30","49.42756081","Halmahera, Indonesia","BMKG"
"299","bmg2023dtno","2023-02-23T09:02:17.131343Z","-2.222143888","120.710968","2.628887017","M","10","25","75.53596497","Sulawesi, Indonesia","BMKG"
"300","bmg2023dtgu","2023-02-23T05:36:50.094857Z","0.3109146655","121.8675613","3.032861506","M","194","31","77.65095711","Minahassa Peninsula, Sulawesi","BMKG"
"301","bmg2023dsua","2023-02-22T23:09:58.285069Z","-0.2501787245","122.9873581","2.899860451","M","76","21","61.67064667","Minahassa Peninsula, Sulawesi","BMKG"
"302","bmg2023dssj","2023-02-22T22:20:04.518516Z","5.260659695","95.54610443","2.925166155","M","14","22","123.7625885","Northern Sumatra, Indonesia","BMKG"
"303","bmg2023dspp","2023-02-22T20:55:38.445491Z","-8.39835453","117.6920853","3.48355899","M","183","72","113.8532867","Sumbawa Region, Indonesia","BMKG"
"304","bmg2023dsoz","2023-02-22T20:37:04.509192Z","-2.44669652","140.7259216","2.45006311","MLv","10","9","281.8271027","Near North Coast of West Papua","BMKG"
"305","bmg2023dsos","2023-02-22T20:29:41.545191Z","-2.453384161","140.7038879","2.778780701","M","10","10","251.1559753","Near North Coast of West Papua","BMKG"
"306","bmg2023dskj","2023-02-22T18:17:53.226171Z","1.102341771","127.4962845","3.727601141","M","10","36","56.17831802","Halmahera, Indonesia","BMKG"
"307","bmg2023dshb","2023-02-22T16:37:28.431823Z","1.487938643","127.0587006","3.845176588","M","111","54","68.68488312","Halmahera, Indonesia","BMKG"
"308","bmg2023dsgk","2023-02-22T16:17:26.958279Z","-0.2657116652","122.8912277","2.750182691","M","69","27","59.10511017","Minahassa Peninsula, Sulawesi","BMKG"
"309","bmg2023dsff","2023-02-22T15:41:04.809741Z","-2.662972927","120.6660919","2.182855499","M","10","15","82.85955811","Sulawesi, Indonesia","BMKG"
"310","bmg2023dsej","2023-02-22T15:15:14.506816Z","-3.415298939","128.3526306","2.348027206","M","10","13","118.9791489","Seram, Indonesia","BMKG"
"311","bmg2023dsbt","2023-02-22T13:55:56.554916Z","-2.473746538","140.7070618","2.826131434","M","10","10","250.785141","Near North Coast of West Papua","BMKG"
"312","bmg2023dsba","2023-02-22T13:34:45.310785Z","-7.631100178","117.905304","3.209704464","M","23","47","143.2416878","Bali Sea","BMKG"
"313","bmg2023drxz","2023-02-22T12:01:40.985955Z","3.470777512","95.59443665","4.50239599","M","50","46","206.3562775","Off West Coast of Northern Sumatra","BMKG"
"314","bmg2023druw","2023-02-22T10:27:10.67269Z","0.4582683444","123.4652176","3.274261417","M","237","22","123.4032516","Minahassa Peninsula, Sulawesi","BMKG"
"315","bmg2023drui","2023-02-22T10:11:32.185068Z","-0.3142249584","122.9824905","2.724770897","M","26","11","139.4886627","Minahassa Peninsula, Sulawesi","BMKG"
"316","bmg2023drti","2023-02-22T09:40:43.723194Z","2.517901659","128.3897705","4.07275233","M","22","11","239.439621","Halmahera, Indonesia","BMKG"
"317","bmg2023drtc","2023-02-22T09:34:04.360751Z","-7.191280365","129.5636902","5.695087695","Mw(mB)","124","240","18.35871887","Banda Sea","BMKG"
"318","bmg2023drol","2023-02-22T07:12:34.939743Z","-4.493000507","102.6697617","3.008127758","M","40","21","134.4234467","Southern Sumatra, Indonesia","BMKG"
"319","bmg2023droe","2023-02-22T07:04:25.489436Z","-7.788579941","118.5690765","3.744093858","M","26","33","172.2677994","Flores Sea","BMKG"
"320","bmg2023drif","2023-02-22T04:04:34.844012Z","-0.2114928365","132.6067657","3.629995609","M","5","13","231.9465332","West Papua Region, Indonesia","BMKG"
"321","bmg2023drgy","2023-02-22T03:25:59.487283Z","-7.143588543","106.9249802","2.873726345","M","11","23","116.1481934","Java, Indonesia","BMKG"
"322","bmg2023drgv","2023-02-22T03:21:51.676702Z","-9.169960022","124.8309402","3.305750263","M","32","12","178.1970348","Timor Region","BMKG"
"323","bmg2023drbx","2023-02-22T00:52:53.719063Z","2.429058313","98.92199707","3.119219197","M","137","57","94.83688354","Northern Sumatra, Indonesia","BMKG"
"324","bmg2023drbw","2023-02-22T00:51:30.417786Z","-0.1795795411","123.7303238","3.331717856","M","61","19","85.38230896","Minahassa Peninsula, Sulawesi","BMKG"
"325","bmg2023drbg","2023-02-22T00:32:40.911906Z","2.127235889","97.84764099","2.841424688","M","28","24","130.9000549","Northern Sumatra, Indonesia","BMKG"
"326","bmg2023dqzn","2023-02-21T23:40:14.729582Z","4.641326427","126.4315948","4.096356271","M","51","18","162.0870361","Talaud Islands, Indonesia","BMKG"
"327","bmg2023dqxy","2023-02-21T22:52:43.810424Z","0.3746958971","98.62503815","3.016393218","M","13","21","180.0996704","Northern Sumatra, Indonesia","BMKG"
"328","bmg2023dqwo","2023-02-21T22:10:26.613941Z","-1.314864159","97.43708801","3.619527592","M","10","26","250.7395554","Southwest of Sumatra, Indonesia","BMKG"
"329","bmg2023dqvl","2023-02-21T21:37:14.427152Z","0.1852262169","122.3161621","2.859421948","M","153","23","62.85805511","Minahassa Peninsula, Sulawesi","BMKG"
"330","bmg2023dqvk","2023-02-21T21:35:48.282899Z","-8.933943748","124.2112732","2.913033623","M","72","25","97.87355042","Timor Region","BMKG"
"331","bmg2023dquk","2023-02-21T21:05:41.695384Z","-8.560339928","118.4058304","3.262673497","M","113","50","103.4346886","Sumbawa Region, Indonesia","BMKG"
"332","bmg2023dqsm","2023-02-21T20:07:31.726229Z","-3.036960363","127.2753525","3.184274567","M","16","23","90.21484375","Seram, Indonesia","BMKG"
"333","bmg2023dqrq","2023-02-21T19:41:52.442343Z","1.246597767","126.3295059","3.372949519","M","10","26","70.95428276","Northern Molucca Sea","BMKG"
"334","bmg2023dqqj","2023-02-21T19:02:40.006934Z","-3.02452302","127.2550735","3.709156317","M","15","25","91.34684753","Seram, Indonesia","BMKG"
"335","bmg2023dqpg","2023-02-21T18:29:03.575045Z","-0.4714735448","133.2327728","3.009910855","M","10","11","220.273468","West Papua Region, Indonesia","BMKG"
"336","bmg2023dqpb","2023-02-21T18:23:18.892311Z","-3.152610779","140.1365814","2.845079769","M","66","11","108.5816345","West Papua, Indonesia","BMKG"
"337","bmg2023dqoy","2023-02-21T18:19:46.904221Z","-8.634328842","112.8061981","3.851768737","M","110","64","189.8177872","Java, Indonesia","BMKG"
"338","bmg2023dqlu","2023-02-21T16:44:03.472085Z","-1.942259073","121.8712769","2.940768477","M","10","9","235.0183563","Sulawesi, Indonesia","BMKG"
"339","bmg2023dqlj","2023-02-21T16:31:19.786356Z","0.2359797359","122.0159836","2.672389646","M","184","21","79.45562744","Minahassa Peninsula, Sulawesi","BMKG"
"340","bmg2023dqkw","2023-02-21T16:15:56.26735Z","-6.175487518","130.0960541","5.032182514","M","27","58","88.48468018","Banda Sea","BMKG"
"341","bmg2023dqkb","2023-02-21T15:52:22.76724Z","-8.486814499","118.3925629","2.596957497","M","106","35","124.2015152","Sumbawa Region, Indonesia","BMKG"
